"Trade Date","Instrument","Stock Code","Currency","Maturity Date","Traded Yield"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.13"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.13"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.16"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.13"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.16"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.16"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.16"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"29/11/2021","MGS","MY190005","MYR","22/05/2040","4.14"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.20"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.26"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.32"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.30"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.30"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.20"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.26"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.32"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.30"
"29/11/2021","MGS","MZ200001","MYR","15/06/2050","4.30"
"29/11/2021","MGS","MZ160002","MYR","15/03/2046","4.36"
"29/11/2021","MGS","MZ160002","MYR","15/03/2046","4.35"
"29/11/2021","MGS","MZ160002","MYR","15/03/2046","4.36"
"29/11/2021","MGS","MZ160002","MYR","15/03/2046","4.35"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.91"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","0.00"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.90"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.91"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","0.00"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.90"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"29/11/2021","MGS","MZ130007","MYR","30/09/2043","0.00"
"29/11/2021","MGS","MZ130007","MYR","30/09/2043","0.00"
"29/11/2021","MGS","MT180003","MYR","07/11/2033","3.89"
"29/11/2021","MGS","MT180003","MYR","07/11/2033","3.89"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","0.00"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.93"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","0.00"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.97"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","0.00"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.93"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"29/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MZ160002","MYR","15/03/2046","4.38"
"26/11/2021","MGS","MZ160002","MYR","15/03/2046","4.38"
"26/11/2021","MGS","MY150004","MYR","31/05/2035","3.90"
"26/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"26/11/2021","MGS","MY150004","MYR","31/05/2035","3.90"
"26/11/2021","MGS","MY150004","MYR","31/05/2035","3.89"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.23"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.27"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.23"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.27"
"26/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.16"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.15"
"26/11/2021","MGS","MY190005","MYR","22/05/2040","4.16"
"26/11/2021","MGS","MX130004","MYR","15/04/2033","3.80"
"26/11/2021","MGS","MX130004","MYR","15/04/2033","3.80"
"26/11/2021","MGS","MX130004","MYR","15/04/2033","3.80"
"26/11/2021","MGS","MX130004","MYR","15/04/2033","3.80"
"26/11/2021","MGS","MX130004","MYR","15/04/2033","3.80"
"26/11/2021","MGS","MX130004","MYR","15/04/2033","3.80"
"26/11/2021","MGS","MX170003","MYR","07/04/2037","4.14"
"26/11/2021","MGS","MX170003","MYR","07/04/2037","4.14"
"26/11/2021","MGS","MT180003","MYR","07/11/2033","3.87"
"26/11/2021","MGS","MT180003","MYR","07/11/2033","3.90"
"26/11/2021","MGS","MT180003","MYR","07/11/2033","3.90"
"26/11/2021","MGS","MT180003","MYR","07/11/2033","3.87"
"26/11/2021","MGS","MT180003","MYR","07/11/2033","3.90"
"26/11/2021","MGS","MT180003","MYR","07/11/2033","3.90"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.92"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.92"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.92"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.92"
"26/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.36"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.36"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.34"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.30"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.36"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.36"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.34"
"25/11/2021","MGS","MZ130007","MYR","30/09/2043","4.30"
"25/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"25/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"25/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"25/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.28"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"25/11/2021","MGS","MZ200001","MYR","15/06/2050","4.28"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","0.00"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"25/11/2021","MGS","MY150004","MYR","31/05/2035","0.00"
"25/11/2021","MGS","MT180003","MYR","07/11/2033","0.00"
"25/11/2021","MGS","MT180003","MYR","07/11/2033","0.00"
"25/11/2021","MGS","MT180003","MYR","07/11/2033","0.00"
"25/11/2021","MGS","MT180003","MYR","07/11/2033","0.00"
"25/11/2021","MGS","MT180003","MYR","07/11/2033","0.00"
"25/11/2021","MGS","MT180003","MYR","07/11/2033","0.00"
"25/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"25/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"25/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"25/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"25/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"25/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"25/11/2021","MGS","MX170003","MYR","07/04/2037","4.25"
"25/11/2021","MGS","MX170003","MYR","07/04/2037","4.25"
"25/11/2021","MGS","MX170003","MYR","07/04/2037","4.25"
"25/11/2021","MGS","MX170003","MYR","07/04/2037","4.25"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.40"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.40"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"25/11/2021","MGS","MZ180005","MYR","06/07/2048","4.44"
"24/11/2021","MGS","MX180004","MYR","08/06/2038","4.23"
"24/11/2021","MGS","MX180004","MYR","08/06/2038","4.23"
"24/11/2021","MGS","MY190005","MYR","22/05/2040","4.21"
"24/11/2021","MGS","MY190005","MYR","22/05/2040","4.21"
"24/11/2021","MGS","MY190005","MYR","22/05/2040","4.21"
"24/11/2021","MGS","MY190005","MYR","22/05/2040","4.21"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.21"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.28"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.26"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.21"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.22"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.28"
"24/11/2021","MGS","MZ200001","MYR","15/06/2050","4.26"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.93"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.98"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.96"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.95"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.93"
"24/11/2021","MGS","MS190004","MYR","05/07/2034","3.98"
"24/11/2021","MGS","MT180003","MYR","07/11/2033","3.92"
"24/11/2021","MGS","MT180003","MYR","07/11/2033","3.92"
"24/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"24/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"24/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"24/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"24/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"24/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"24/11/2021","MGS","MX130004","MYR","15/04/2033","3.85"
"24/11/2021","MGS","MX130004","MYR","15/04/2033","3.88"
"24/11/2021","MGS","MX130004","MYR","15/04/2033","3.85"
"24/11/2021","MGS","MX130004","MYR","15/04/2033","3.88"
"24/11/2021","MGS","MX170003","MYR","07/04/2037","4.14"
"24/11/2021","MGS","MX170003","MYR","07/04/2037","4.14"
"24/11/2021","MGS","MZ180005","MYR","06/07/2048","4.40"
"24/11/2021","MGS","MZ180005","MYR","06/07/2048","0.00"
"24/11/2021","MGS","MZ180005","MYR","06/07/2048","4.43"
"24/11/2021","MGS","MZ180005","MYR","06/07/2048","4.40"
"24/11/2021","MGS","MZ180005","MYR","06/07/2048","0.00"
"24/11/2021","MGS","MZ180005","MYR","06/07/2048","4.43"
"23/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"23/11/2021","MGS","MS190004","MYR","05/07/2034","3.94"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","4.41"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","4.28"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","4.41"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","4.28"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","4.31"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.24"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.12"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.20"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.24"
"23/11/2021","MGS","MY190005","MYR","22/05/2040","4.12"
"23/11/2021","MGS","MZ160002","MYR","15/03/2046","4.39"
"23/11/2021","MGS","MZ160002","MYR","15/03/2046","4.39"
"23/11/2021","MGS","MX180004","MYR","08/06/2038","4.23"
"23/11/2021","MGS","MX180004","MYR","08/06/2038","4.23"
"22/11/2021","MGS","MX170003","MYR","07/04/2037","0.00"
"22/11/2021","MGS","MX170003","MYR","07/04/2037","4.12"
"22/11/2021","MGS","MX170003","MYR","07/04/2037","0.00"
"22/11/2021","MGS","MX170003","MYR","07/04/2037","4.12"
"22/11/2021","MGS","MX130004","MYR","15/04/2033","3.85"
"22/11/2021","MGS","MX130004","MYR","15/04/2033","3.85"
"22/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"22/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"22/11/2021","MGS","MZ200001","MYR","15/06/2050","4.30"
"22/11/2021","MGS","MZ200001","MYR","15/06/2050","4.20"
"22/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"22/11/2021","MGS","MZ200001","MYR","15/06/2050","4.30"
"22/11/2021","MGS","MZ200001","MYR","15/06/2050","4.20"
"22/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"22/11/2021","MGS","MY150004","MYR","31/05/2035","0.00"
"22/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"22/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"22/11/2021","MGS","MY150004","MYR","31/05/2035","0.00"
"22/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"22/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"22/11/2021","MGS","MZ160002","MYR","15/03/2046","4.35"
"22/11/2021","MGS","MZ160002","MYR","15/03/2046","4.35"
"22/11/2021","MGS","MZ160002","MYR","15/03/2046","4.35"
"22/11/2021","MGS","MZ160002","MYR","15/03/2046","4.35"
"22/11/2021","MGS","MS190004","MYR","05/07/2034","3.91"
"22/11/2021","MGS","MS190004","MYR","05/07/2034","3.91"
"22/11/2021","MGS","MS190004","MYR","05/07/2034","3.91"
"22/11/2021","MGS","MS190004","MYR","05/07/2034","3.91"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","3.92"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","4.10"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","4.17"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","3.92"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","0.00"
"19/11/2021","MGS","MY190005","MYR","22/05/2040","4.10"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.26"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.29"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.26"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.25"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.24"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","4.29"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ200001","MYR","15/06/2050","0.00"
"19/11/2021","MGS","MZ160002","MYR","15/03/2046","4.39"
"19/11/2021","MGS","MZ160002","MYR","15/03/2046","4.39"
"19/11/2021","MGS","MZ180005","MYR","06/07/2048","4.40"
"19/11/2021","MGS","MZ180005","MYR","06/07/2048","0.00"
"19/11/2021","MGS","MZ180005","MYR","06/07/2048","4.42"
"19/11/2021","MGS","MZ180005","MYR","06/07/2048","4.40"
"19/11/2021","MGS","MZ180005","MYR","06/07/2048","0.00"
"19/11/2021","MGS","MZ180005","MYR","06/07/2048","4.42"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.95"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.92"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.93"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.96"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","3.95"
"19/11/2021","MGS","MY150004","MYR","31/05/2035","0.00"
